Fix,minion,incorrAns,corrAns,FixName,MinName,block,MinSound,Shield,Minions,ITI,corRes,Color,Sounds,SpellSounds,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,shield.thisRepN,shield.thisTrialN,shield.thisN,shield.thisIndex,attack_loop.thisRepN,attack_loop.thisTrialN,attack_loop.thisN,attack_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,shield_2.thisRepN,shield_2.thisTrialN,shield_2.thisN,shield_2.thisIndex,attack_loop_2.thisRepN,attack_loop_2.thisTrialN,attack_loop_2.thisN,attack_loop_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Pavlovian.thisRepN,Pavlovian.thisTrialN,Pavlovian.thisN,Pavlovian.thisIndex,PavAsses.thisRepN,PavAsses.thisTrialN,PavAsses.thisN,PavAsses.thisIndex,PIT.thisRepN,PIT.thisTrialN,PIT.thisN,PIT.thisIndex,PIT_2.thisRepN,PIT_2.thisTrialN,PIT_2.thisN,PIT_2.thisIndex,p_port_beginexp.started,p_port_beginexp.stopped,Home.started,Home.stopped,text_6.started,text_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_18.started,text_18.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image_8.started,image_8.stopped,text_17.started,text_17.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,image_9.started,image_9.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_30.started,text_30.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_31.started,text_31.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_9.started,text_9.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_28.started,image_28.stopped,text_10.started,text_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_11.started,text_11.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_12.started,text_12.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_13.started,text_13.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_4.started,image_4.stopped,text_14.started,text_14.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,fixationcross.started,fixationcross.stopped,image_16.started,image_16.stopped,image_15.started,image_15.stopped,image_14.started,image_14.stopped,fixationcross_start,fixactioncross_end,fixationcross2.started,fixationcross2.stopped,image_11.started,image_11.stopped,image_10.started,image_10.stopped,fixationcross2_start,fixationcross2_end,Attack.started,Attack.stopped,fixation.started,fixation.stopped,minion1.started,minion1.stopped,image_18.started,image_18.stopped,image_17.started,image_17.stopped,backdrop_fix.started,backdrop_fix.stopped,Attacker.started,Attacker.stopped,minion1_start,minion1_end,fixationcross3.started,fixationcross3.stopped,image_23.started,image_23.stopped,image_22.started,image_22.stopped,fixationcross3_start,fixationcross3_end,image_19.started,image_19.stopped,minionchange_start,minionchange_end,minionchange.started,minionchange.stopped,text_15.started,text_15.stopped,fixationcross4.started,fixationcross4.stopped,image_13.started,image_13.stopped,image_12.started,image_12.stopped,fixationcross4_start,fixationcross4_end,Attack2.started,Attack2.stopped,Fix2.started,Fix2.stopped,fixationcross5.started,fixationcross5.stopped,image_25.started,image_25.stopped,image_24.started,image_24.stopped,image_20.started,image_20.stopped,fixationcross5_start,fixationcross5_end,text_41.started,text_41.stopped,InsAssess.response,InsAssess.rt,InsAssess.started,InsAssess.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text_32.started,text_32.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,image_6.started,image_6.stopped,image_3.started,image_3.stopped,text_19.started,text_19.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.started,key_resp_21.stopped,image_5.started,image_5.stopped,text_20.started,text_20.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,text_21.started,text_21.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_22.started,text_22.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_38.started,text_38.stopped,pav_pport.started,pav_pport.stopped,image.started,image.stopped,pav_pport_start,pav_pport_end,minion_p_port.started,minion_p_port.stopped,image_2.started,image_2.stopped,minion_p_port_start,minion_p_port_end,reload_p_port.started,reload_p_port.stopped,text_36.started,text_36.stopped,reload_p_port_start,reload_p_port_end,text_42.started,text_42.stopped,image_29.started,image_29.stopped,text_39.started,text_39.stopped,resp_2.keys,resp_2.corr,resp_2.rt,resp_2.started,resp_2.stopped,text_40.started,text_40.stopped,ShieldQuiz.started,ShieldQuiz.stopped,image_21.started,image_21.stopped,text_24.started,text_24.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_33.started,text_33.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,image_7.started,image_7.stopped,text_25.started,text_25.stopped,text_26.started,text_26.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,jitter,p_port.started,p_port.stopped,text_16.started,text_16.stopped,p_port_start,p_port_end,text_28.started,text_28.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,p_port_2.started,p_port_2.stopped,p_port_2_start,p_port_2_end,text_37.started,text_37.stopped,pitshield_p_port.started,pitshield_p_port.stopped,image_27.started,image_27.stopped,image_26.started,image_26.stopped,PITshield.started,PITshield.stopped,pitshield_p_port_start,pitshield_p_port_end,p_port_3.started,p_port_3.stopped,Phase_2_progress.started,Phase_2_progress.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_29.started,text_29.stopped,p_port_3_start,p_port_3_end,text_27.started,text_27.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,text_34.started,text_34.stopped,sequence #,participant,group,participant initials,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010682545071176719,1.033753628107661,69.83867508886397,None,69.83867508886397,None,space,11.681492449455618,69.83867508886397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83867508886397,None,space,5.753616940992288,81.53855207649394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.53855207649394,None,81.53855207649394,None,space,13.548146739416552,87.32185529821072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32185529821072,None,87.32185529821072,None,100.888436686364,None,space,6.202525753355076,100.888436686364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.12173002181044,None,space,3.268113231753887,107.12173002181044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.42172473907158,None,space,11.286054321657502,110.42172473907158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.73830514614383,None,space,14.91635370206859,121.73830514614383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.73830514614383,None,136.6715394658404,None,space,7.836050925610834,136.6715394658404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.53815209762615,None,space,6.536373474609718,144.53815209762615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.1047787664047,None,space,8.12062789135598,151.1047787664047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,070,GO,SP,2020_Feb_18_1444,DTK_EL,3.2.4,60.020491952027385,
